p_PerfTitleClean,e_EventId
The Modern Fine Gentleman or 1757,1
The Mock tempest Or The Enchanted Castle,1
The Mock marriage,1
The Mock Orators,1
The Mock Officer or The Captains Lady,1
The Mock Mason,1
The Mock Duellist Or The French Vallet,1
The Mock Doctor or Dumb Lady Cured,1
The Mock Doctor Or The Dumb Lady Cured,1
The Mistakes,1
The Mistaken Husband,1
The Mistake of a Minute,1
The Mistake Or The Amorous Quarrel,1
The Misery Of Civil war,1
The Miseries Of Love,1
The Messiah  Part I Grand Selection 0,1
The Merry Wives Of Windsor With Humours Of Falstaff,1
The Merry Wives Of Windsor Or The Humours Of Sir John Falstaff,1
The Merry Wives Of Indsor,1
The Man of Taste,1
The Man Of Theworld,1
The Man Of Taste Or The Guardian,1
The Man Of Reason,1
The Man Of Newmarket,1
The Man Of Mode Or Sir Foppling Flutter,1
The Man Milliner,1
The Mall Or The Modish Lovers,1
The Male Coquette or 1765,1
The Male Coquette or 1757,1
The Maids Last Prayer Or Any Rather Than Fail,1
The Maiden Whim or The Critical Minute,1
The Maid of Bath,1
The Magick Banner or Two Wives in a House,1
The Magic Oak or Harlequin Woodcutter,1
The Mans Bewitched,1
The Modern Pimp or The Doctor Deceivd,1
The Marriage hater Matchd,1
The Married Beau Or The Curious Impertinent,1
The Merry Wives,1
The Merry Throwster,1
The Merry Masqueraders Or The Humourous Cuckold,1
The Merry Masqueraders,1
The Merry Devil Of Edmunton,1
The Merry Counterfeit or Viscount a la Mode,1
The Merry Cobler,1
The Mermaid,1
The Medley or The Lovers Opera,1
The Medley or Harlequin At All,1
The Mayor of Garrat,1
The Matrimonial Squabble or A Cure for Jealousy,1
The Masquerade or An Evenings Intrigue,1
The Masquerade,1
The Married Un Married or The Widowd Wife,1
The Marriage hater Matched,1
The Magic Cavern or Virtues Triumph,1
The Modern Pimp or The Doctor Deceivd With the Comical Humours of Crack the Pimp Dr Grey Goose and Sir Nehemiah Nestle Cock,1
The Modern Prophets Or New Wit For A Husband,1
The Paradox,1
The Original Music of Matthew Locke and Accompaniments by Dr Arne and Linley,1
The Original Music of Matthew Locke  and Accompaniments by Dr Arne and Linley,1
The Original Music as17941007 Chorus of Witches and Spirits as17941007 but Miss DeCamp Mrs  Crouch,1
The Ordinary,1
The Oration  The Anthem Composd by Dr Blow Te Deum Laudamus  A Poem Upon Gods Omnipresence   By Dr Braddy Domine Probasti  Psal,1
The Paradox or Maid Wife and Widow,1
The Oracle by Children,1
The Old Womans Oratory Or Henley In Petticoats,1
The Old Womans Oratory Concert,1
The Old Mode And The New Or Country Miss With Her Fourbeloe,1
The Occasional Prelude,1
The Nuptial Masque or The Triumphs of Cupid and Hymen,1
The Novelty 5 Natural Magick,1
The Opera Of The Fairies,1
The Parracide Or Innocence In Distress,1
The Parsons Wedding,1
The Parting Lovers or The Press Gang,1
The Pilgr1m,1
The Pigmy Revels or Harlequin Foundling,1
The Picture or Cuckold in Conceit,1
The Phoenix or Anacreontics Renovated i,1
The Persian Princess Or The Royal Villain,1
The Perplexd Couple Or Mistake Upon Mistake,1
The Perjuror,1
The Perjured Husband Or The Adventures Of Venice,1
The Perjurd Prince Or The Martyrd General With The Comical Humours Of Squire Softhead His Mother His Sister Miss Hoyden And His Man Spindle,1
The Perjurd Prince Or The Martyrd General With The Comical Humours Of Squire Calveshead His Mother His Sister Hoyden And His Man Aminadab,1
The Performers are to be in the following Characters,1
The Perfidious Brother,1
The Peasant Metamorphosis,1
The Patron or Statesmans Opera,1
The Patriot Or The Italian Conspiracy,1
The Novelty 4 The Unfortunate Couple,1
The Novelty 3 Hercules By Peter Motteux,1
The Novelty 2 All Without Money,1
The Novelty 1 Thyrsis A Pastoral,1
The Naval Volunteers or Britains Bulwark,1
The Naval Volunteers,1
The National Prejudice,1
The Music That Was Selected For The Commemoration Of Handel In Westminster Abbey And The Pantheon The 26th And 27th Of May 1784,1
The Mourning Ramble Or The Town humours,1
The Mother in law Or The Doctor The Disease,1
The Mother 1n law,1
The Moor Of Venice,1
The Monody to the Memory of Mr Garrick Drydens Ode for St,1
The Modish Wife Or Love In A Puzzle,1
The Modish Wife,1
The Modish Husband,1
The Modish Couple,1
The Modern Wife Or The Virgin Her Own Rival,1
The Modern Wife,1
The Necromancer or Harlequin Dr Faustus In it Bacchus and Ariadne,1
The Modern Prophets,1
The Neocromancer or Harlequin Dr Faustus,1
The Nest Of Plays Three New Comedies Of One Act Each,1
The Novelty 0,1
The Norwood Gypsies As17811027 but Justice Jones ,1
The Norwood Gipsies,1
The Northern Inn or The Days of Good Queen Bess,1
The Northern Heros,1
The Northern Heiress Or The Humours Of York,1
The Noble Soldier Or Love In Distress,1
The Noble Pedlar or The Fortune Hunter,1
The Noble Englishman Or The History Of Aarius King Of Persia And The Destruction Of Babylon With The Pleasant Humours Of Capt Fearful And His Man Ninepence,1
The Night Walkers Or The Little Thief,1
The New Peerage Or Our Eyes May Deceive Us,1
The New Oratory,1
The New Occasional Oratorio,1
The New Hippocrates or A Lesson for Quacks,1
The New Hippocrates,1
The Nest Of Fools,1
The Magic Cavern As17841227 ,1
The Maggot,1
The Madhouse,1
The Injured Lovers Or The Ambitious Father,1
The Injurd Merchant Or The Extravagant Son,1
The Injurd Love Or The Ladys Satisfaction,1
The Injurd Love,1
The Injurd General Or The Blind Beggar Of Bednal green With The Comical Humours Of Squire Sousecrown And His Man Gudgeon,1
The Injurd General Or The Blind Beggar Of Bednal green And The Woman Never Vext With The Comical And Diverting Humours Of Squire Sousecrown And His Man Gudgeon,1
The Injured Princess Or The Fatal Wager,1
The Ingratitude Of A Common wealth Or The Fall Of Caius Martius Coriolanus,1
The Indian Merchant Or The Happy Pair Interspersd With The Comical Humours Of The intriguing Chambermaid sir John Oldcastle And The drunken Colonel,1
The Indian Empress Or The Conquest Of Peru,1
The Indian Emperour Or The Conquest Of Mexico By The Spaniards,1
The Indian Emperor Or The Conquest Of Mexico,1
The Indian Emperor Or The Conquest Of Granada By The Spaniards,1
The Independent Patriot Or Musical Folly,1
The Industrious Lovers Or The Yorkshireman Bit,1
The Innocent Mistress,1
The Innocent Wife Or The Merry Cuckolds,1
The Insolvent,1
The Irish Legacy,1
The Irish Fine Lady,1
The Irish Evidence The Humours Of Tiege Or The Mercenary Whore,1
The Invisible Mistress,1
The Invasion or A Trip to Brighthelmstone,1
The Invader Of His Country Or The Fatal Resentment,1
The Intruiging Chambermaid,1
The Intriguing Footman Or Jack Spaniard Bit,1
The Intriguing Chamberma1d,1
The Intrigues of a Morning or An Hour in Paris,1
The Intrigues of a Morning,1
The Intrigues At Versailles Or A Jilt In All Humours,1
The Intrigu1ng Chambermaid,1
The Institution of the Garter or Arthurs Round Table Restored,1
The Insolvent Or Filial Piety,1
The Inconstant Or The Way To Keep Him,1
The Inchanted Island or Harlequin Fortune Teller,1
The Imprisonment with the Triumphs of Love,1
The Imprisonment of Harlequin or The Quaker Outwitted,1
The Humorous Election,1
The Humorists,1
The Hue and Cry,1
The Hovel,1
The Hotel or The Double Valet,1
The Honey Moon,1
The Honest Thieves or The Faithful Irishman,1
The Hodge Podge or A Receipt to make a Benefit,1
The Hodge Podge or A Receipt to Make a Benefit,1
The Hodge Podge,1
The Hobby Horse,1
The History Of Timon Of Athens The Man hater,1
The History Of The Rise And Fall Of Massaniello Or A Fisherman A Prince,1
The History Of The Famous Fryer Bacon With The Comical Humours Of Justice Want brains Hopper The Miller And His Son Ralph,1
The History Of King Lear,1
The Humorous Lieutenant Or Generous Enemies,1
The Irish Tar or Which is the Girl,1
The Humorous Old Rake Or Greenwich Park,1
The Humourous Lieutenant,1
The Imprisonment of Harlequin or Squire in the Suds,1
The Imprisonment Release Stratagems and Marriage of Harlequin with The Triumphs of Love,1
The Impostor or The Biter Bit With the Comical Humours of Vizard the Biter Mixum the Vintner and his Drawer Balderdash,1
The Imposters or A Cure for Credulity,1
The Impertinent Lovers Or A Coquet At Her Wits End,1
The Ignoramus Or The English Lawyer,1
The Husband His Own Cuckold,1
The Humours of Sir John Falstaff Justice Shallow and Ancient Pistol,1
The Humours of Sir John Falstaff,1
The Humours of Sir John Brute,1
The Humours of Harlequin With the Loves of several Deities,1
The Humours of Harlequin With the Loves of Several Deities,1
The Humours Of The Navy Or The Fair Quaker Of Deal,1
The Humours Of The Age,1
The Humours Of Sir John Falstaff,1
The Humourists,1
The Irishman In Spain,1
The Irishman in London or The Happy African,1
The Island Princess Or Generous Portuguese,1
The Loves of Damon and Clemene or The Metamorphosis of Leander,1
The Loves Of Ergasto,1
The Loves Of Baldo And Media,1
The Lovers Of Their Country Or Themistocles And Aristides,1
The Lovers Luck,1
The Lost Lover Or The Jealous Husband,1
The Lord Mayors Show,1
The London Merchant Or The True History Of George Barnwell,1
The London Merchant Or The True And Tragical History Of George Barnwell,1
The London  Prentice,1
The Livery Rake and Country Lass,1
The Livery Rake Trappd or The Disappointed Country Lass,1
The Little Hunchback or A Frolick in Bagdad,1
The Life and Death of Harlequin,1
The Life And Death Of Sir Walter Ralegh,1
The Loves of Ergasto,1
The Life And Death Of King Richard The Second,1
The Loving Enemies,1
The Loyal General,1
The MadMans Dance ,1
The Mad Tom Of Bedlam,1
The Mad Lovers Or Sport Upon Sport With The Comical Humours Of Squire Graygoose His Man Doodle My Lady Graygoose Captain Atall,1
The Mad Lover,1
The Mad House,1
The Macaroni Adventurer Or Womans A Riddle,1
The Macaroni,1
The Lying ValetThe Devil to Pay,1
The Lying Lover Or The Ladys Friendship,1
The Lying Lover Or The Ladies Friendship,1
The Lvar,1
The Lucky Prodigal Or Wit At A Pinch,1
The Lucky Escape,1
The Lucky Chance Or An Aldermans Bargain,1
The Luckey Chance Or An Aldermans Bargain,1
The Loyal Brother Or The Persian Prince,1
The History Of King Henry The Eighth,1
The Lie of the Day or A Party at Hampton Court,1
The Libertine,1
The Jolly Crew or Tars at Anchor,1
The Jew in Distress or Harlequin turnd Sharper,1
The Jew And The Doctor,1
The Jealous Husband Or Modern Gallantry,1
The Jealous Farmer or Harlequin Statue,1
The Jealous Farmer Outwitted,1
The Jealous Farmer Deceivd or Harlequin Statue,1
The Jealous Farmer Deceivd Harlequin Statue,1
The Jealous Farmer,1
The Jealous Country Farmer Deceivd or Harlequin a Statue,1
The Jealous Clown or The Lucky Mistake,1
The Italian Villagers Or The Bride Groom,1
The Italian Husband,1
The Israelites or The Pamperd Nabob,1
The Island Princess the Comedy in the last Act,1
The Jovial Crew As17811031 but Meriel 1st time Miss Morris ,1
The Libertine Destroyd Or Don John,1
The Jubilee at Stratford upon avon,1
The Kind Keeper Or Mr Limberham,1
The Letter Writers or A New Way to Keep a Wife at Home,1
The Lawyers Panic,1
The Lawyer,1
The Law Against Lovers,1
The Lancashire Witches Or Teague O Devilly,1
The Lancashire Witches And teague O Divelly,1
The Lancashire Witches And Tegue O Divelly The Irish Priest,1
The Ladys Triumph,1
The Ladys Revenge Or The Rover Reclaimd,1
The Ladys Choice,1
The Ladies Visiting Day,1
The Lad Of The Hills Or The Wicklow Gold Mine,1
The LYAR,1
The Knight Of Malta Or The Humourous Dane,1
The King and The Miller,1
The Judgement of Paris,1
I Mlle Sholet for Como indisposed II New Comic Dance M,1
with a new change in thedances ,1
I Minuet a la Cour the two Vallouys II Pigmalion Fierville Helm Mlle Sophie Mlle Baccelli End Opera La Fete du Village as17760224,1
As17360107 ,1
As17350917,1
End Moggy and Jemmy,1
End Monologue,1
As17180405,1
As17151101,1
As17071031 also Legard Legards Scholar,1
End Monsieur Tonson as17960426 After which Recitation and Music as performed last Season with universal Applause at Freemasons Hall in which Errors of the Press Holman Drydens Ode of Alexanders Feast Middleton The Story of the Dog written by Whitehead Pope,1
As17071031,1
End New Pastoral Dialogue Tell me Silvia why so sad,1
End Ninette a la Cour,1
As17070403 being desird by several Persons of Quality,1
End Old Man Metamorphosed,1
As17070403,1
End Opera A New Grand Heroic Comic Pantomimical Ballet calld Orfeo e Eurydice,1
End Opera A New Grand Historical Ballet entitled LIsle Desert,1
End Opera Ariadne et Bacchus,1
As17031012 and  16 Oct,1
As17030727,1
As at hay 11 Sept,1
End Opera Astolphedans Lile de Alcine,1
End Opera Atalante and Hyppomenus or The Foot Race,1
End Opera Euthyme et Eucharis as17880313End I New Dance as17880308Pas de Bernois as17880308 Didelot Coulon Pas de Trois as17880308a Pas Seul Chevalier Pas de Deux as17880308Pas Seul as17880308Pas de Russe as17880308Hornpipe as17880308Pas de Cinq as17880308Pas de Sept as17880308General Dance as17880308 ,1
End Opera First time this season The Wapping Landlady,1
End Opera Grand Ballet Tragique called Oreste et Electre,1
As17370117,1
End Opera Hyppomene et Atalante as18000304but Mlle J,1
End Medee et Jason,1
End Lowland Festivity,1
End III The Humours of Newmarket,1
As17710312,1
As17710228,1
As17650821,1
End III an entire new Ballet composed by Vestris Jun,1
End III song Miss Barnes End IV O,1
As17530108,1
End IV 2nd piece The Humours of New Market with the Poney Races,1
End IV As17800411,1
End IV Funeral Procession of Juliet with the Solemn Dirge Mattocks Reinhold Baker Fox Miss Dayes Miss Valois Mrs Willems The Masquerade Minuet and Dirge as here assigned are the same in all subsequent performances,1
End IV Rural Grace as17771002,1
End IV Solemn Dirge,1
End IV Solemn Dirge as17770929 but  Reinhold Battishill,1
As17400214,1
End IV The Humours of New Market,1
As17400213 but Vocal Parts Mrs Arne Reinhold Rainton Miss Jones First Nymph Mrs Arne,1
End IV Tippy Bob C,1
As17391226,1
End IV a Funeral Procession to Monument of Capulets  In which a Dirge by Linley,1
End IV a Grand Pantomimical Pastoral Welch Dance St,1
End IV the Funeral Procession of Juliet with the Solemn Dirge,1
End King for that night only will present the Audience with a New Comic Descriptive Piece calld Ralphs Ramble Or ORare London,1
As17390919,1
As17390913,1
End Lincos Travels King  as17670406,1
End Mainpiece Dutch Skipper T,1
As You Like It or Harlequins Whim,1
End Opera La Fete du Ciel,1
End Opera Le Baillet de Fleur,1
End Overture Les Amans Heureux as17761217 End I La Force de lAmour as17761214 End Opera Grand Serious Ballet as17761217,1
Arlequin Esprit Follet,1
End Overture Les Amusemens Champetres Mme Simonet Zuchelli Vallouylecadet End I Les Amans Heureux Vallouy Mme Simonet Zuchelli Vallouylecadet End Opera Grand Serious Ballet as17761130 but Sga  Zuchelli Vallouylecadet Passacaile as17761130Chaconne as17761130,1
Arlequin Balourd Or Harlequin Blunderer,1
Arlequin Balourd Or Harlequin A Blunderer,1
End Part I 3rd concerto of Giardini on the violin G,1
Arlequin Astrologue Ramoneur Statue Enfant  Negre With The Scene Of The Skelleton,1
End Part I Oratorio concerto on the violin by Viotti World 28 Feb,1
Arlequin Astrologue Ramoneur Statue,1
Arius King Of Persia Or The Noble Englishman With The Comical Humours Of Sir Andrew Ague cheek At The siege Of Babylon,1
Aristodemo,1
End Part I Preamble on the Kettledrums Baker End part II Tollets Grounds  on one Kettle Drum accompanyed with a Hautboy and Violin in Scaramouch and Harlequin Dresses,1
End Part I concerto on the violin G,1
Ariodante,1
End Part I concerto on the violincello C,1
End Play An Interlude from Taste,1
End Play The Wapping Landlady with Sixfold Hornpipe,1
End Poor Jack,1
End Procession The Sailors Revels at Portsmouth,1
