c_Performer,p_PerfTitleClean,p_PerfTitleClean
MrsDunstall<i>The Early Horn</i> not advertised.,The Devil to Pay,4
Mullart,Hamlet,3
Mullart,Macbeth,13
Mullart,The Beggars Opera,25
Mullart,The Devil to Pay,28
Mullart,The Stratagem,26
Mullart ,The Devil to Pay,3
Mullart.,The Beggars Opera,1
Mullart.,The Devil to Pay,5
Munden,Hamlet,27
Munden,Macbeth,12
Munden,The Beggars Opera,12
Munden,The Devil to Pay,2
Munden ,The Beggars Opera,2
Murden,Macbeth,2
Murphy first time,Hamlet,2
Murphy first time,The Stratagem,2
Murphy first time.,Macbeth,1
Murray,Hamlet,4
Murray,Macbeth,4
Mynns,The Stratagem,1
Nath. Lee,Macbeth,1
Naylor,Hamlet,2
Naylor,The Beggars Opera,4
Naylor,The Devil to Pay,5
Neale,Hamlet,38
Neale,Macbeth,2
Neale,The Stratagem,48
Neale ,Hamlet,4
Neale ,The Stratagem,1
Neale.,The Beggars Opera,13
Nelson,Hamlet,3
Newton,The Beggars Opera,6
Newton,The Devil to Pay,1
Newton,The Stratagem,1
Nicholls ,The Beggars Opera,1
Nichols,The Devil to Pay,1
Norris,Hamlet,44
Norris,Macbeth,20
Norris,The Beggars Opera,5
Norris,The Stratagem,57
Norris Jr,The Stratagem,1
Norris Sr,The Stratagem,1
Norris.,The Stratagem,3
Norris?,Macbeth,1
O'Brien,The Stratagem,8
Oates,Hamlet,5
Oates,Macbeth,1
Oates,The Beggars Opera,30
Oates,The Stratagem,6
Oates.,Hamlet,1
Oates.,The Beggars Opera,1
Oates.,The Stratagem,1
Oats,The Stratagem,4
Obrien,Hamlet,1
Obrien,The Stratagem,2
Ogden,Hamlet,3
Ogden,Macbeth,7
Ogden,The Stratagem,1
Orfeur,The Stratagem,1
Owen,The Beggars Opera,1
Owenson.,Macbeth,1
Packer,Hamlet,141
Packer,Macbeth,116
Packer,The Beggars Opera,2
Packer,The Devil to Pay,1
Packer,The Stratagem,45
Packer.,The Stratagem,4
Paddick,Hamlet,7
Paddick,Macbeth,2
Paddick,The Beggars Opera,12
Paddick,The Stratagem,1
Paget,Hamlet,11
Paget,Macbeth,16
Paget,The Beggars Opera,50
Paget,The Stratagem,8
Paget.,Hamlet,2
Paget.,The Stratagem,1
Paget.  hathi.,The Beggars Opera,5
Pagett,Hamlet,2
Painter,The Beggars Opera,7
Painter,The Devil to Pay,3
Painter,The Stratagem,2
Palmer,Hamlet,80
Palmer,Macbeth,69
Palmer,The Beggars Opera,10
Palmer,The Stratagem,50
Palmer ,Hamlet,1
Palmer ,The Stratagem,1
Palmer Jun.,Hamlet,2
Palmer Jun.,The Beggars Opera,4
Palmer Jun. ,Macbeth,2
Palmer.,Hamlet,1
Palmer.,Macbeth,2
Palmer.,The Stratagem,5
Parsons,Hamlet,61
Parsons,Macbeth,61
Parsons,The Beggars Opera,85
Parsons,The Stratagem,2
Parsons ,Hamlet,5
Parsons.,Hamlet,2
Pattendon,The Beggars Opera,4
Paul,The Stratagem,1
Pearce,The Beggars Opera,9
Pearce,The Stratagem,6
Pearson,The Beggars Opera,1
Peile,Macbeth,5
Penkethman,Hamlet,19
Penkethman,Macbeth,26
Penkethman,The Beggars Opera,5
Penkethman,The Stratagem,9
Penkethman ,The Stratagem,3
Penkethman.,Hamlet,2
Penkethman.,The Stratagem,1
Pennington,Hamlet,3
Pennington,The Stratagem,1
Peploe,The Beggars Opera,10
Perry,Hamlet,19
Perry,Macbeth,21
Perry,The Beggars Opera,57
Perry.,Hamlet,5
Perry.,Macbeth,6
Perry.,The Beggars Opera,1
Persons,Hamlet,1
Peters,The Stratagem,1
Peterson,Hamlet,4
Peterson,Macbeth,1
Peterson,The Beggars Opera,8
Peterson,The Stratagem,4
Philimore,Hamlet,2
Philimore.,Hamlet,5
Philips,Macbeth,1
Philips,The Beggars Opera,1
Philips,The Devil to Pay,1
Philips,The Stratagem,9
Philips.,Hamlet,2
Philips.,The Beggars Opera,1
Philips.,The Devil to Pay,1
Phillimore,Hamlet,39
Phillimore,Macbeth,15
Phillimore,The Beggars Opera,7
Phillimore,The Devil to Pay,55
Phillimore,The Stratagem,6
Phillimore ,The Stratagem,1
Phillimore.,Hamlet,1
Phillips,The Beggars Opera,29
Phillips,The Devil to Pay,2
Phillips,The Stratagem,7
Phillips.,The Beggars Opera,7
Phipps,Hamlet,3
Phipps,The Stratagem,1
Pinkeman written by $Estcourt=.,The Stratagem,1
Pinkethman,The Stratagem,3
Pinner,The Devil to Pay,1
Pinner,The Stratagem,2
Pit,The Beggars Opera,1
Pitt,The Beggars Opera,1
Pitt,The Stratagem,2
Pope,Macbeth,13
Pope ,Hamlet,2
Pope ,Macbeth,5
Popplewell,The Beggars Opera,1
Powel,Hamlet,35
Powel,Macbeth,25
Powel,The Beggars Opera,5
Powell,Hamlet,19
Powell,Macbeth,13
Powell,The Beggars Opera,1
Presgrave,Hamlet,2
Price,Hamlet,2
Prologue,The Beggars Opera,1
Pullen,The Beggars Opera,2
Pullen,The Stratagem,1
Pynn,The Beggars Opera,4
Pynn,The Stratagem,1
Quelch,The Devil to Pay,1
Quick,Hamlet,56
Quick,Macbeth,12
Quick,The Beggars Opera,4
Quick,The Devil to Pay,6
Quick,The Stratagem,10
Quick ,The Devil to Pay,1
Quick_,Hamlet,3
Quin,Hamlet,75
Quin,Macbeth,68
Quin,The Stratagem,40
Quin.,Hamlet,2
Quin.,The Beggars Opera,1
R Smith,Hamlet,1
R. Chatterley.,Hamlet,1
R. Palmer,Hamlet,83
R. Palmer,Macbeth,49
R. Palmer,The Beggars Opera,12
R. Palmer,The Devil to Pay,13
R. Palmer,The Stratagem,26
R. Palmer.,Macbeth,2
R. Smith,Hamlet,14
R. Smith,Macbeth,3
R. Smith,The Beggars Opera,65
R. Smith,The Devil to Pay,3
R. Smith,The Stratagem,19
R. Smith.,The Stratagem,2
R. Wetherilt,Hamlet,1
R. Wetherilt,The Stratagem,3
R. Wetherilt.,The Beggars Opera,1
R. Williams,Hamlet,4
R. Williams,The Stratagem,7
R. Williams.,Hamlet,8
Raftor,Hamlet,5
Raftor,The Beggars Opera,102
Raftor,The Devil to Pay,19
Raftor.,Hamlet,1
Raftor.,The Beggars Opera,15
Raftor.,The Devil to Pay,74
Ray,Hamlet,17
Ray,Macbeth,45
Ray,The Beggars Opera,40
Ray,The Stratagem,4
Ray.,Hamlet,1
Ray.,The Beggars Opera,2
Rcinhold,Macbeth,2
Reddish,Macbeth,16
Reddish ,Hamlet,4
Redman,Hamlet,52
Redman,Macbeth,15
Redman,The Beggars Opera,130
Reed.,The Stratagem,2
Rees,The Beggars Opera,9
Rees,The Devil to Pay,1
Reeve,Hamlet,1
Reeves,Hamlet,3
Reinhold,Macbeth,53
Reinhold,The Beggars Opera,1
Reinhold,The Devil to Pay,2
Reinhold,The Stratagem,13
Renton,The Beggars Opera,1
Reynolds,The Stratagem,5
Reynoldson,The Beggars Opera,1
Rheinhold,Macbeth,2
Riccard,Macbeth,1
Richards,Hamlet,1
Richardson,Hamlet,6
Richardson,Macbeth,6
Richardson,The Beggars Opera,8
Richardson,The Stratagem,4
Ridout,Hamlet,63
Ridout,Macbeth,44
Ridout,The Beggars Opera,63
Ridout,The Stratagem,38
Ridout.,The Stratagem,1
Riley,Hamlet,1
Riley ,Hamlet,1
Roan,The Beggars Opera,1
Roberts,Hamlet,2
Roberts,Macbeth,7
Roberts,The Beggars Opera,5
Roberts,The Devil to Pay,1
Roberts,The Stratagem,2
Roberts.,Macbeth,2
Robson,Hamlet,8
Robson,Macbeth,9
Robson,The Beggars Opera,15
Robson,The Devil to Pay,4
Robson,The Stratagem,6
Rock,The Beggars Opera,23
Rock,The Devil to Pay,1
Rolar,The Beggars Opera,1
Rooker,The Beggars Opera,1
Rosco,Hamlet,37
Rosco,Macbeth,39
Rosco,The Beggars Opera,35
Rosco,The Devil to Pay,21
Rosco,The Stratagem,26
Rosco.,The Stratagem,1
Ross,Hamlet,22
Ross,Macbeth,24
Ross,The Beggars Opera,1
Ross,The Stratagem,21
Rossi,The Beggars Opera,23
Royal <i>Drury-Lane</i>),The Beggars Opera,3
Russell,Hamlet,2
Russell,The Beggars Opera,1
Russell,The Devil to Pay,1
Russell.,Hamlet,1
Ryan,Hamlet,115
Ryan,Macbeth,94
Ryan,The Stratagem,79
Ryan.,Hamlet,5
Ryan.,The Stratagem,1
Ryder,The Beggars Opera,12
Salway,Hamlet,1
Salway,The Beggars Opera,29
Salway,The Devil to Pay,56
Salway,The Stratagem,10
Salway.,The Stratagem,2
Sams,The Stratagem,1
Sandford.  See also 12 Aug. 1668.,Macbeth,1
Sandford?.,Macbeth,1
Sarah Foxwell,The Beggars Opera,15
Saunders,The Stratagem,1
Saunders ,The Stratagem,1
Saunders.,The Stratagem,2
Savage,Macbeth,3
Scrase,Hamlet,25
Scrase,Macbeth,32
Scrase.,Hamlet,6
Scrase.,Macbeth,2
Sedgwick,Macbeth,2
Sedgwick,The Devil to Pay,55
Selwin,The Stratagem,1
Seymour,Macbeth,2
Sga <i>Seratina,The Stratagem,10
Sga Storace,The Devil to Pay,13
Sharpless,Hamlet,2
Sharpless.,The Beggars Opera,4
Shawford,Macbeth,4
Shawford,The Beggars Opera,2
Shepard,Hamlet,1
Shepard,Macbeth,3
Shepard,The Stratagem,43
Shepard.,The Beggars Opera,2
Shepard.,The Stratagem,4
Shepherd,Hamlet,1
Sheridan,Hamlet,9
Sheridan,Macbeth,3
Sheridan ,Hamlet,4
Sheridan at the particular desire of several Ladies of Quality.,Macbeth,1
Shuter,Hamlet,74
Shuter,Macbeth,4
Shuter,The Beggars Opera,72
Shuter,The Devil to Pay,1
Shuter,The Stratagem,75
Shuter riding on an ass.,The Devil to Pay,1
Shuter.,The Beggars Opera,2
Shuter.,The Stratagem,2
Sieur Daigville,Macbeth,1
Signora Barbier,Hamlet,1
Signora Elizabetta Pilotti Schiavonetti,Hamlet,1
Signora Isabella Girardeau,Hamlet,1
Signora del'Epine,Hamlet,1
Simmons,Macbeth,16
Simmons,The Beggars Opera,9
Simpkinson,The Stratagem,1
Simpson,Hamlet,44
Simpson,Macbeth,19
Simpson,The Beggars Opera,19
Simpson,The Stratagem,1
Simpson.,Macbeth,1
Simson,Hamlet,16
Simson,Macbeth,20
Simson,The Beggars Opera,9
Simson,The Stratagem,2
Simson.,The Beggars Opera,1
Sir John.,The Devil to Pay,5
Smith,Hamlet,49
Smith,Macbeth,68
Smith,The Beggars Opera,117
Smith,The Devil to Pay,1
Smith,The Stratagem,92
Smith.,The Stratagem,4
Smith?,Macbeth,1
Sowdon,Hamlet,3
Sowdon,Macbeth,16
Sowdon,The Stratagem,3
Sowdon.,Hamlet,1
Sparks,Hamlet,55
Sparks,Macbeth,40
Sparks,The Beggars Opera,14
Sparks,The Devil to Pay,1
Sparks,The Stratagem,32
Spencer,Hamlet,5
Spiller,Hamlet,10
Spiller,The Beggars Opera,1
Spiller,The Stratagem,7
Spiller.,Macbeth,12
Squibb,The Beggars Opera,2
Stamper,Hamlet,1
Staunton,Hamlet,9
Stephens,Hamlet,7
Stephens,Macbeth,28
Stephens ,Hamlet,2
Stephens.,Hamlet,1
Stevens,Hamlet,16
Stevens,Macbeth,10
Stevens,The Beggars Opera,23
Stevens,The Stratagem,2
Stevens ,Macbeth,1
Stitchbury,The Stratagem,1
Stopler,The Stratagem,2
Stoppelaer,Hamlet,1
Stoppelaer,Macbeth,13
Stoppelaer,The Beggars Opera,113
Stoppelaer,The Devil to Pay,117
Stoppelaer,The Stratagem,6
Stoppelaer ,The Beggars Opera,2
Stoppelaer ,The Devil to Pay,2
Stoppelaer.,Hamlet,1
Stoppelaer.,The Beggars Opera,4
Storer,Hamlet,2
Strange,Hamlet,22
Strange,The Beggars Opera,23
Strange,The Devil to Pay,1
Strange.,The Beggars Opera,2
Street,The Beggars Opera,9
Street,The Devil to Pay,1
Sturgess,The Beggars Opera,1
Suett,Hamlet,33
Suett,The Beggars Opera,42
Suett,The Devil to Pay,17
Suett,The Stratagem,6
Suett ,Hamlet,1
Suett.,Macbeth,1
Suett.,The Devil to Pay,1
Summers,Hamlet,2
Summers,The Devil to Pay,1
Surmont,Hamlet,11
Surmont,Macbeth,1
Surmont,The Devil to Pay,1
Susanna Caun.,The Beggars Opera,15
Susanna Rogers,The Beggars Opera,15
Swords,Hamlet,2
Swords,The Beggars Opera,2
T. Davis,Hamlet,1
T. Smyth,The Beggars Opera,1
T. Wright,The Beggars Opera,10
Taswell,Hamlet,82
Taswell,Macbeth,38
Taswell,The Stratagem,14
Taswell.,Hamlet,5
Taswell.,The Devil to Pay,1
Taswell.,The Stratagem,1
Tench,The Devil to Pay,3
Th. Cibber,Hamlet,3
Th. Cibber.,Hamlet,1
The Young Lady who performed Polly,Hamlet,1
Thompson,Hamlet,50
Thompson,Macbeth,74
Thompson,The Beggars Opera,21
Thompson,The Devil to Pay,3
Thompson,The Stratagem,2
Thompson.,The Beggars Opera,1
Thurmond,Hamlet,27
Thurmond,Macbeth,4
Thurmond,The Stratagem,16
Thurmond Jr,Hamlet,5
Thurmond Sr,Hamlet,1
Thurmond.,Hamlet,1
Thurmond.,The Stratagem,3
Thurnmond,Hamlet,1
Tindall,Macbeth,1
Tomlinson,The Beggars Opera,1
Tomlinson,The Stratagem,1
Tomlinson.,The Stratagem,1
Toms,Hamlet,5
Toms,Macbeth,1
Toms,The Beggars Opera,1
Tony Aston,The Stratagem,1
Topham,The Beggars Opera,1
Townly,Hamlet,3
Townly,The Stratagem,1
Townsend,Macbeth,4
Townsend,The Devil to Pay,3
Trotter,The Devil to Pay,1
Trueman,Hamlet,37
Trueman,Macbeth,15
Trueman,The Beggars Opera,16
Trueman,The Devil to Pay,2
Trueman ,The Beggars Opera,1
Turbutt,Hamlet,37
Turbutt,Macbeth,27
Turbutt,The Beggars Opera,64
Turbutt,The Devil to Pay,84
Turbutt,The Stratagem,2
Turbutt ,The Devil to Pay,2
Turbutt.,Macbeth,1
Turbutt.,The Beggars Opera,5
Turbutt.,The Devil to Pay,8
Turbutt.,The Stratagem,1
Turner,The Beggars Opera,2
Turner,The Devil to Pay,1
Turner ,Macbeth,1
Underhill,Hamlet,2
Underhill.,Hamlet,2
Usher,Hamlet,52
Usher,Macbeth,27
Usher,The Beggars Opera,23
Usher,The Devil to Pay,5
Usher,The Stratagem,11
Usher.,Hamlet,5
Vandermere,Hamlet,3
Vandermere,The Beggars Opera,8
Vandermere,The Devil to Pay,3
Vandermere,The Stratagem,1
Vaughan,Hamlet,4
Vaughan,The Beggars Opera,39
Vaughan,The Stratagem,4
Vaughan.,The Beggars Opera,14
Venables,The Devil to Pay,1
Verbruggen,Hamlet,3
Verbruggen,The Stratagem,1
Vernon,Hamlet,2
Vernon,Macbeth,24
Vernon,The Beggars Opera,52
Vernon,The Devil to Pay,45
Vernon ,The Beggars Opera,2
Vernon ,The Devil to Pay,8
Vernon in which character will be introduc'd the <i>Early Horn</i>,The Devil to Pay,4
Vernon.,The Devil to Pay,2
Vowell,The Devil to Pay,1
W. Bates,Hamlet,3
W. Bates,Macbeth,1
W. Bates,The Beggars Opera,1
W. Bullock,Hamlet,8
W. Bullock,The Stratagem,5
W. Bullock Jr.,Hamlet,1
W. Giffard,Hamlet,29
W. Giffard,Macbeth,15
W. Giffard,The Stratagem,26
W. Hallam,Hamlet,1
W. Hallam,Macbeth,1
W. Hallam,The Stratagem,2
W. Mills,Hamlet,13
W. Mills,Macbeth,9
W. Mills,The Beggars Opera,3
W. Mills,The Stratagem,1
W. Mills.,Hamlet,2
W. Mills.,Macbeth,1
W. Mills.  With an entire <i>New Prologue</i> and the $Free Mason='s last new <i>Epilogue</i>.,The Stratagem,1
W. Vaughan,Macbeth,9
W. Vaughan.,The Stratagem,4
W. Wilks,Hamlet,1
W. Williams,Hamlet,5
W. Williams,The Stratagem,6
W. Williams.,Hamlet,1
Waddy,Hamlet,4
Waddy,Macbeth,4
Waldron,Hamlet,54
Waldron,The Beggars Opera,58
Waldron,The Stratagem,1
Waldron Jun,The Beggars Opera,2
Waldron Jun.,The Beggars Opera,6
Walker,Hamlet,56
Walker,Macbeth,45
Walker,The Beggars Opera,64
Walker,The Devil to Pay,1
Walker,The Stratagem,60
Walker ,The Beggars Opera,13
Walker.,Hamlet,3
Walker.,Macbeth,2
Walker.,The Beggars Opera,8
Walker.,The Stratagem,1
Walters,The Beggars Opera,1
Walters,The Devil to Pay,1
Ward,Hamlet,1
Ward,Macbeth,1
Warner,The Beggars Opera,2
Warwell,The Beggars Opera,1
Waterhouse ,The Beggars Opera,1
Wathen,Hamlet,2
Wathen,The Beggars Opera,2
Wathen in place of $Bannister Jun.=,The Devil to Pay,1
Wathen.,Hamlet,1
Watson,Hamlet,1
Watson,Macbeth,1
Webb,Hamlet,31
Webb,Macbeth,4
Webb,The Beggars Opera,8
Webb,The Devil to Pay,10
Webb,The Stratagem,1
Webster,The Beggars Opera,6
Webster ,The Beggars Opera,8
Weller,Hamlet,8
Weller.,Hamlet,1
Wells,The Stratagem,2
Welsh,The Beggars Opera,1
Wentworth,Hamlet,24
Wentworth,Macbeth,2
Wentworth,The Beggars Opera,9
West,The Beggars Opera,2
West,The Stratagem,1
Weston,Hamlet,5
Weston,The Beggars Opera,6
Weston,The Stratagem,26
Weston in the character of <i>Scrub</i>.,The Stratagem,1
Wetherilt,Macbeth,9
Wetherilt,The Stratagem,1
Wetherilt ,Hamlet,2
Wewitzcr.  hathi.,The Beggars Opera,1
Wewitzer,Hamlet,17
Wewitzer,The Beggars Opera,72
Wewitzer,The Devil to Pay,1
Wewitzer.,The Beggars Opera,1
Wheeler,Hamlet,4
Wheeler,The Beggars Opera,23
White,Hamlet,24
White,Macbeth,13
White,The Beggars Opera,1
Whitefield,Hamlet,1
Whitefield,The Beggars Opera,1
Whitefield,The Stratagem,2
Whitefield ,The Beggars Opera,4
Whitfield,Hamlet,35
Whitfield,Macbeth,54
Whitfield,The Beggars Opera,2
Whitfield,The Devil to Pay,26
Whitfield,The Stratagem,2
Whitfield ,The Devil to Pay,1
Whitfield.,Macbeth,6
Whitmell,The Devil to Pay,1
Wignel,Hamlet,13
Wignel,Macbeth,8
Wignel,The Beggars Opera,69
Wignel,The Devil to Pay,1
Wignel.,The Beggars Opera,43
Wignell,Hamlet,4
Wignell,Macbeth,16
Wignell,The Beggars Opera,10
Wignell,The Devil to Pay,6
Wilcocks,The Stratagem,1
Wilde,Hamlet,4
Wilde,The Beggars Opera,3
Wilder,Macbeth,7
Wilks,Hamlet,69
Wilks,Macbeth,34
Wilks,The Stratagem,58
Wilks Jr,Hamlet,6
Wilks Jr,The Stratagem,3
Wilks Jr.,Hamlet,2
Wilks.,Hamlet,3
Wilks.,The Stratagem,1
Will. Mills,Macbeth,3
Williames,Hamlet,29
Williames,Macbeth,13
Williames,The Beggars Opera,23
Williames,The Devil to Pay,28
Williams,Hamlet,18
Williams,Macbeth,7
Williams,The Beggars Opera,10
Williams,The Stratagem,1
Williams.,The Beggars Opera,11
Williamson,Hamlet,6
Williamson,The Beggars Opera,4
Williamson ,Hamlet,1
Wilson,Hamlet,34
Wilson,The Beggars Opera,70
Wilson,The Devil to Pay,9
Wilson,The Stratagem,3
Wilson ,Hamlet,3
Winstone,Hamlet,40
Winstone,Macbeth,73
Winstone,The Beggars Opera,71
Winstone,The Stratagem,69
Winstone.,The Beggars Opera,1
Wm. Bullock,The Stratagem,1
Wm. Mills,Hamlet,5
Wm. Mills,Macbeth,2
Wood,Hamlet,1
Wood,The Beggars Opera,3
Wood.,The Beggars Opera,1
Woodburn,Hamlet,29
Woodburn,The Beggars Opera,31
Woodburn.,Macbeth,1
Woodburne,The Stratagem,1
Woodward,Hamlet,51
Woodward,Macbeth,11
Woodward,The Beggars Opera,6
Woodward,The Stratagem,52
Woodward ,Hamlet,1
Woodward.,The Stratagem,3
Wright,Hamlet,54
Wright,Macbeth,28
Wright,The Beggars Opera,30
Wright,The Stratagem,15
Wright ,The Beggars Opera,1
Wright.,The Beggars Opera,8
Wrighten,Hamlet,63
Wrighten,Macbeth,4
Wrighten,The Beggars Opera,31
Wrighten,The Stratagem,11
Wrighten.,The Stratagem,1
Wroughton,Hamlet,25
Wroughton,Macbeth,53
Wroughton,The Stratagem,7
Wroughton ,Macbeth,1
Wroughton ,The Stratagem,1
Wroughton.,Hamlet,1
Yates,Hamlet,103
Yates,Macbeth,3
Yates,The Beggars Opera,106
Yates,The Stratagem,84
Yates.,Hamlet,2
Yates.,The Beggars Opera,35
Yates.,The Stratagem,2
Yatesmore,Hamlet,1
Yeates,The Beggars Opera,1
Yeates Jun,The Beggars Opera,2
Yeates.,The Beggars Opera,1
Yeates.,The Devil to Pay,1
Young,Hamlet,1
Young,The Stratagem,1
Young Boman,The Stratagem,1
Young Gentlewoman,Hamlet,2
Young Gentlewoman,The Beggars Opera,1
Young Gentlewoman,The Stratagem,1
Young Gentlewoman $Miss Cary= ,The Beggars Opera,1
Young Norris,The Stratagem,1
Young Pervil,The Stratagem,1
Young Ray,The Stratagem,1
Young Stevens.,The Beggars Opera,1
Young.,The Beggars Opera,1
Young.  But see16641105.,Macbeth,1
Younger,Hamlet,3
Younger.,Macbeth,2
_.  *u§™cg <i>A+A New Occasional Interlude</i>: The Royal Garland.,The Devil to Pay,5
_Bernard,Macbeth,1
_Desse.,Macbeth,1
_Dignum,The Devil to Pay,1
_Edwin,The Stratagem,1
_Granger,Macbeth,1
_Kear.,Macbeth,1
_King,Hamlet,3
_Lowe.,Macbeth,2
_Macklin.,Hamlet,3
_Mahon.,Macbeth,1
_Mattocks,Macbeth,1
_Mattocks.,Macbeth,1
_Munden,Macbeth,1
_Parsons,Macbeth,3
_Penkethman,Macbeth,1
_Phipps,Macbeth,1
_Ray,Hamlet,3
_Reinhold.,Macbeth,2
_Roberts,Macbeth,1
_Ryder,Hamlet,5
_Salway,Macbeth,2
_Saunders,Macbeth,1
_Spiller,Hamlet,3
_Stoppelaer,Hamlet,3
_Vaughan,Hamlet,4
_Vernon.,Macbeth,2
a Citizen,The Beggars Opera,1
a Gentleman,Hamlet,1
a Gentleman,The Beggars Opera,53
a Gentleman,The Devil to Pay,1
a Gentleman ,The Beggars Opera,4
a Gentleman for this Diversion,The Stratagem,1
a Gentleman of Lombard Street ,The Devil to Pay,1
a Gentleman who never appeared on any stage,Hamlet,1
a Gentlewoman,The Beggars Opera,1
a Gentlewoman of Seventy Years of Age.  hathi.,The Beggars Opera,1
a Gentlewoman who never appeared on any stage before,The Beggars Opera,13
a Gentlewoman who never perform'd on any Stage before,The Stratagem,1
a Gentlewoman.,The Stratagem,1
a Young Gentlewoman,Macbeth,1
a Young Gentlewoman,The Beggars Opera,5
a Young Gentlewoman,The Devil to Pay,1
a Young Gentlewoman who never acted before.,The Beggars Opera,1
a Young Gentlewoman who never appeared on any stage.,The Devil to Pay,3
a Young Lady,The Beggars Opera,2
a lady from <i>Tiperary</i>,The Beggars Opera,1
a young Actress,The Beggars Opera,1
a young Gentleman,Hamlet,4
a young Gentlewoman,The Stratagem,2
a young Gentlewoman her first appearance on any stage.,The Beggars Opera,1
a young gentlewoman,The Beggars Opera,2
a young gentlewoman her 2nd appearance on any stage.,The Stratagem,2
a young lady.,Hamlet,3
add decorations incident of the play.,Macbeth,1
address'd to the Merchants of <i>Great Britain</i>.,Hamlet,1
and Decorations incident to the play.,Macbeth,8
as usual.,The Beggars Opera,9
as17670529-J. Palmer.,The Stratagem,1
attempted by a young actor,Hamlet,2
brother L'Estrange.,The Beggars Opera,1
characters in the Opera.,The Beggars Opera,6
characters in the opera.,The Beggars Opera,5
diggers-Parsons,Hamlet,4
diggers-Simpson,Hamlet,1
finger'd Jack-Bates,The Beggars Opera,3
finger'd Jack-Miss Painter,The Beggars Opera,7
finger'd Jack-Mrs Invill,The Beggars Opera,1
garden).  hathi.,The Beggars Opera,1
in place of $Neale</i>_,Macbeth,3
it was all he cou'd do,Macbeth,1
perhaps because of the riots referred to above.,The Beggars Opera,1
proper to the Opera.,The Beggars Opera,10
proper to the opera,The Beggars Opera,2
proper to the opera.,The Beggars Opera,10
read by Barrymore ,Macbeth,1
read by Hitchcock,The Stratagem,1
singing Pedlar)-Blanchard,Hamlet,1
sweeps)-Rossi,The Beggars Opera,6
the Author,Macbeth,1
the Characters,The Beggars Opera,8
the Characters in the Opera.,The Beggars Opera,4
the Characters in the opera.,The Beggars Opera,6
the Characters of the Opera.,The Beggars Opera,28
the Characters of the opera.,The Beggars Opera,1
the Characters.,The Beggars Opera,6
the Child that acted the <i>Princess Elizabeth</i> in <i>Anna Bullen</i>.,The Stratagem,1
the Gentleman who perform'd Macheath,The Devil to Pay,1
the Young Gentleman who played Cyrus,Hamlet,1
the celebrated Miss Woffington,The Beggars Opera,1
the characters in the Opera.,The Beggars Opera,8
the characters in the play.,The Beggars Opera,9
the characters of the  opera.,The Beggars Opera,4
the characters of the Opera,The Beggars Opera,6
the characters of the Opera.,The Beggars Opera,45
the characters of the Play to the Tune of <i>Whap'em Aw Wully</i>.,The Stratagem,4
the characters of the opera.,The Beggars Opera,32
the characters of the play,The Beggars Opera,53
the characters of the play.,The Beggars Opera,4
the characters.,The Beggars Opera,8
the characters.,The Stratagem,5
youngest Bullock son,The Stratagem,1
